transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
R1829228	107.246204305033	-0.159101720355734	0.322933624750222	-0.49267622867948	0.622241376621114	0.693649216184867
NODE_12_length_20294_cov_55.912051_g5_i0	163.728640936513	-2.51477297250248	0.32810306668278	-7.66458234580857	1.7941406791681e-14	1.56261581646566e-13
NODE_16_length_18505_cov_19.787588_g7_i1	256.501018890142	-0.862089266116548	0.170453262104598	-5.05762844003262	4.24502511523054e-07	1.70931772109356e-06
NODE_25_length_18006_cov_46.398752_g9_i7	502.236323046185	-3.77195799495912	0.65704109585862	-5.74082506974686	9.4216376885971e-09	4.72688210473603e-08
NODE_32_length_17255_cov_18.114477_g14_i0	1584.42175037399	0.53496317725274	0.129944425299367	4.11686131221319	3.84067026138943e-05	0.000116225323043702
NODE_41_length_16406_cov_33.438383_g19_i0	81.4941483645506	-0.666356892446693	0.149543573564812	-4.45593800229668	8.35271703184363e-06	2.79575996096184e-05
NODE_47_length_15815_cov_18.888579_g24_i0	256.826027310245	-0.2602682205684	0.148262919373117	-1.7554505311838	0.0791822752055293	0.120404630962246
NODE_48_length_15787_cov_38.910374_g25_i0	47.4985256105558	1.31653285320238	0.433316160772205	3.03827314184684	0.00237938180267877	0.00516656398909096
NODE_49_length_15675_cov_21.824584_g26_i0	193.250479487158	0.472015601615815	0.145096106970659	3.25312381889932	0.00114143748051523	0.00265201865406582
NODE_52_length_15645_cov_26.077101_g28_i0	236.982222884841	0.150136592857104	0.128354739260319	1.16970042339153	0.242121547712145	0.317298412089962
NODE_60_length_15299_cov_19.537654_g33_i0	96.7420581606119	-3.28076539006964	0.560568570073728	-5.8525674916775	4.84041715863297e-09	2.50124108384523e-08
NODE_62_length_15231_cov_15.678637_g35_i0	19.6979422949778	-3.83266264479421	0.716481281427971	-5.34928510226476	8.83023429467508e-08	3.89221631482882e-07
NODE_64_length_15185_cov_13.592531_g36_i1	90.4975483189938	-0.367827022689841	0.226554439472523	-1.6235701385779	0.104467582873955	0.153145104883971
NODE_3_length_15170_cov_172.969526_g1_i0	9523.70002528079	8.86680060273771	0.455844672253849	19.4513639018687	2.83781579522608e-84	3.24510852853055e-82
R1835438	100.464776452862	-0.491909803221468	0.22507795309193	-2.18550860474794	0.028851575734236	0.0491778094265206
R1830736	73.4458052103466	0.348733850577582	0.356708286130625	0.977644378156882	0.328250240409555	0.410243094503589
R1817800	429.909875971172	-0.893009977225175	0.176073317267293	-5.07180753497996	3.94054818013652e-07	1.5945709265789e-06
TRINITY_DN10126_c0_g1_i1	151.577687137825	0.170041258205325	0.115350652935753	1.47412480014338	0.140447992301739	0.198265779077612
TRINITY_DN1551_c0_g1_i3	16.2875773734815	0.067478213537892	1.53529344288616	0.0439513461420387	0.964943186512753	0.973786150558396
NODE_81_length_14729_cov_39.243901_g44_i0	734.03179433668	-0.227768704524994	0.191102188686972	-1.1918686336873	0.233312758807479	0.307507470103378
NODE_82_length_14686_cov_12.840749_g45_i0	1002.44843566003	-4.36737967960232	0.66398736683958	-6.57750417811409	4.78410419283169e-11	3.06310355485336e-10
TRINITY_DN1542_c0_g1_i12	19.3411380787862	-2.45695169316168	0.938926258333693	-2.61676747386106	0.00887667876528468	0.0170236618308857
TRINITY_DN516_c0_g1_i6	316.892281654168	0.933973197810001	0.196244855697925	4.75922385067583	1.94338810875809e-06	7.12113158895751e-06
NODE_86_length_14544_cov_156.876665_g47_i0	150.532865349769	-2.52526557410932	0.280217476388751	-9.0118061394785	2.0269038855841e-19	2.52590450337894e-18
TRINITY_DN1551_c0_g1_i9	523.355015035896	-0.532850296089272	0.217960533704929	-2.44470999878645	0.0144968657049046	0.0265581328220506
NODE_89_length_14416_cov_13.647657_g50_i0	225.879632788875	-0.630063725292093	0.138008804491859	-4.56538789399671	4.98571580993872e-06	1.72360194118652e-05
NODE_90_length_14355_cov_33.885245_g51_i0	69.6331895037745	-1.21483902231969	0.222731513040215	-5.45427544462621	4.91729303607041e-08	2.24178180760326e-07
R1811317	414.159911206923	-2.96437206488049	0.341834920233448	-8.67194042918742	4.24817907731013e-18	4.87557525929457e-17
NODE_91_length_14290_cov_237.360379_g52_i0	2010.86358585894	-0.802822749889274	0.130445499018687	-6.15446876993636	7.53295656900955e-10	4.2476328941758e-09
NODE_94_length_14152_cov_10.633468_g54_i0	194.037259249137	-0.144924748588254	0.151468480499573	-0.956798061948359	0.338669190657741	0.421094593679794
TRINITY_DN25384_c2_g1_i2	126.743805599018	-0.888378266342148	0.170849934481806	-5.19975772327118	1.99548460860854e-07	8.38065562549772e-07
TRINITY_DN6598_c0_g1_i3	5.13232370123544	-1.96249712146136	0.743787914771536	-2.63851708596821	0.00832695041511873	0.0160741533859591
TRINITY_DN748_c1_g1_i4	59.8906302155829	-4.9614264137896	0.777967204658239	-6.37742360356842	1.80091834450952e-10	1.08448206994066e-09
R1849166	77.2999791976144	-0.606365653058377	0.162399885129004	-3.73378129286669	0.000188626306498564	0.000506630471513121
NODE_130_length_13461_cov_18.847083_g77_i1	88.8560604258423	-0.788939872464333	0.176542363534974	-4.46884168007663	7.86443106316421e-06	2.6426308398909e-05
R1839038	103.402916171279	0.189758350233337	0.207174518900149	0.915934793722357	0.359701096294901	0.443497385208294
NODE_140_length_13395_cov_30.653748_g80_i1	353.181027969661	-0.545944663246476	0.134828506257639	-4.04917831102608	5.1397773995636e-05	0.000152445756226809
NODE_141_length_13383_cov_67.046294_g81_i0	133.355655956718	-7.05340423720479	0.69233273524668	-10.1878820372283	2.24604044387394e-24	3.7553115603256e-23
TRINITY_DN554_c0_g1_i14	452.659588326723	0.660743771535678	0.185870486833345	3.55486114440597	0.000378178752806161	0.000962232542590727
TRINITY_DN10013_c0_g2_i1	29.4276928650645	-4.13491173491257	1.31733897718567	-3.13883655347866	0.00169620029231768	0.00380206585937957
R1864254	115.664072905204	-2.37914461935813	0.199648130513765	-11.9166886924298	9.68831166160066e-33	2.40789457625593e-31
NODE_148_length_13076_cov_210.006989_g86_i0	1057.35203222937	-4.9779119829724	0.401153266737223	-12.4090027321981	2.33543521351275e-35	6.40286399530762e-34
R1832578	87.2689482434727	0.0751453040372031	0.278852745507438	0.269480237321883	0.787560148235068	0.834763830157907
NODE_157_length_12887_cov_58.172693_g92_i1	86.7315126899917	-2.92421743153918	0.696848269341769	-4.19634741189978	2.71254063220785e-05	8.40575284369943e-05
NODE_158_length_12883_cov_32.929295_g95_i0	214.633766618734	-4.90388027686189	0.554177447565343	-8.84893511709293	8.83583213793606e-19	1.05752069026165e-17
NODE_159_length_12877_cov_14.844330_g96_i0	136.183141360981	-0.407121516176626	0.470616723785117	-0.865080851573217	0.386994413788086	0.471225749644306
R1821101	329.974082038094	2.26272252108656	0.185929810555016	12.1697672596564	4.50364808522984e-34	1.16798487944797e-32
NODE_165_length_12771_cov_23.552375_g100_i0	194.368133350776	0.436269275705467	0.203413171498765	2.14474447495706	0.0319732828377018	0.0538623274733287
R1861578	62.3233217281319	0.782131114533572	0.362038775886332	2.16035178170842	0.0307454471841997	0.0520042933288846
NODE_170_length_12706_cov_11.467868_g103_i0	32.6223009167	0.239581726496554	0.264639799375577	0.905312530699659	0.365299839815225	0.449120799104341
NODE_173_length_12630_cov_22.771292_g106_i0	90.7558186930658	0.0180890203977031	0.165959969713369	0.108996286447538	0.913205435773154	0.9357620933937
R1836558	94.8927241503412	-1.00434665538026	0.20711704318738	-4.84917436017868	1.23976411868862e-06	4.66125964215635e-06
TRINITY_DN2225_c0_g1_i9	259.443034739993	-0.388359755859224	0.428098987272899	-0.907172797425137	0.364315426449734	0.448085235273385
NODE_187_length_12471_cov_48.927996_g118_i0	4.19364209044623	-0.453136809498692	0.853399951429777	-0.530978246178138	0.595433853947556	0.669139220765953
TRINITY_DN12042_c0_g1_i1	18.0795151205219	-2.62160543585275	0.427611348735104	-6.13081351467306	8.74308409865068e-10	4.89870185471491e-09
NODE_204_length_12305_cov_29.398122_g125_i2	48.7990500095378	-0.114056707267024	0.219561179233463	-0.519475745508479	0.603429022417805	0.676745694636971
TRINITY_DN5712_c0_g3_i6	510.122604397234	-0.169475661593059	0.0950700749860087	-1.78263940170449	0.0746450215529195	0.114292744947477
NODE_215_length_12127_cov_15.667247_g133_i0	99.6018433231958	-1.27814801367742	0.236503752231896	-5.4043456038878	6.50454233649279e-08	2.91841786819138e-07
NODE_216_length_12120_cov_57.462578_g134_i0	1010.99178217308	5.48707186608485	0.21956457882249	24.9906970218587	7.71667979305005e-138	3.15383561171508e-135
R1822438	23.8778255722211	-0.337728898057473	1.02570240888051	-0.329265969479475	0.741954663703371	0.796911593728509
TRINITY_DN1248_c0_g1_i3	12.7228998200115	0.389673605553504	1.77470883908444	0.219570442751913	0.826205712915422	0.86685809764884
NODE_218_length_12066_cov_31.012822_g135_i1	70.699855948353	-1.91707067752854	0.487692812333631	-3.93089795265851	8.46291893735205e-05	0.000243008874508665
NODE_225_length_11936_cov_51.837135_g138_i0	305.197649261933	-1.37603202832973	0.138920740145178	-9.90515906330272	3.95340456859229e-23	6.14881175678872e-22
TRINITY_DN5853_c0_g2_i9	124.682043265529	-1.81683542796707	0.565868061603968	-3.21070502338867	0.0013240977618991	0.00303141468932709
NODE_228_length_11879_cov_17.551928_g139_i0	56.9479101979808	-1.0478836977241	0.185347514083533	-5.65361614319702	1.57106864416557e-08	7.65250165012891e-08
TRINITY_DN819_c0_g1_i6	404.820112906105	-3.6893535580646	0.500328729896281	-7.37385910025476	1.65758375993594e-13	1.32546643412269e-12
NODE_234_length_11818_cov_25.516025_g142_i1	116.481764651813	-1.25896851862156	0.190193484241355	-6.6194093012352	3.60637031476904e-11	2.33752108214251e-10
TRINITY_DN2311_c0_g1_i14	400.106395764686	-0.911680460887429	0.230158554906574	-3.96109743240914	7.46060802334904e-05	0.00021619697882788
R1811920	676.603517488179	-3.13325922145335	0.753642714291698	-4.15748624916796	3.21768636896053e-05	9.84669137034926e-05
R1837114	42.0021151617591	-0.661398677133648	0.253672668197886	-2.60729183728104	0.00912615413279282	0.0174762882178514
NODE_241_length_11687_cov_125.094137_g147_i1	454.817012320295	-1.00216326922276	0.150212275354465	-6.67164695333913	2.52948490964849e-11	1.66544546407942e-10
R1852353	59.4915737119716	-0.711796023803232	0.168437456953862	-4.22587728807972	2.38011675477299e-05	7.43989116684212e-05
NODE_249_length_11618_cov_20.039004_g154_i0	321.027755790899	-0.504165296860123	0.0991631948253672	-5.08419779887074	3.69183053678855e-07	1.49914811309886e-06
NODE_252_length_11553_cov_39.966603_g157_i0	1180.6227256222	-0.129584477822394	0.0741659760275087	-1.74722271266719	0.0805987134064571	0.122272037728932
NODE_253_length_11540_cov_14.848237_g158_i0	77.2965221910403	-0.53962172380312	0.125456653372561	-4.30126031020961	1.69829410860254e-05	5.43342000848105e-05
R1820244	33.1675155749948	-2.29462365400642	0.316806005858695	-7.24299290913662	4.38889865541784e-13	3.37501718902689e-12
NODE_259_length_11493_cov_8.758524_g161_i0	57.335806519561	-0.529310462372313	0.162087932621931	-3.26557599822639	0.00109241686965762	0.00254697235509653
NODE_260_length_11492_cov_44.273848_g160_i3	172.099978253854	-3.68641908885785	0.887947195166396	-4.15161972347583	3.30130486622857e-05	0.000100840967508866
R1844740	6.91153019090303	2.59834724194552	0.465646588998186	5.58008434580339	2.40401979383613e-08	1.14125009356772e-07
TRINITY_DN1848_c0_g1_i9	58.79235004019	-0.511874322934435	0.258043877816001	-1.98367164246163	0.047292456815704	0.0765826195555498
NODE_273_length_11353_cov_23.439812_g167_i1	213.732814540439	0.410960304779933	0.134555296236801	3.05421128913939	0.00225653093319258	0.00492987900371811
NODE_20_length_11342_cov_18.036922_g5_i2	75.5560868964317	-1.27532078780566	0.286938758685865	-4.44457484114878	8.80658480567534e-06	2.93863511734585e-05
TRINITY_DN11220_c0_g1_i2	38.4691281117348	1.04903332887265	0.26961478144247	3.89085985293611	9.98896174421628e-05	0.00028205781178973
NODE_283_length_11262_cov_186.480771_g176_i0	1385.36234103323	2.09714606396814	0.156678176019774	13.3850553870595	7.39422284360503e-41	2.5144914970472e-39
NODE_286_length_11251_cov_17.050464_g179_i0	125.070732200765	-0.0591095802810905	0.174377831839613	-0.338974166942605	0.734629191066475	0.790968204060743
TRINITY_DN87_c0_g1_i1	1478.45815449353	-3.06069146433657	0.397873275233473	-7.69262892196152	1.44142116238269e-14	1.26792208265388e-13
R1839228	119.938601132392	0.257365974544545	0.132033754114424	1.9492437844455	0.0512663184106396	0.0821556525793506
R1824232	121.270048254905	1.85919144469342	0.23888556139775	7.78277026796869	7.09534099933342e-15	6.37598435892869e-14
