transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
R1829228	107.246204305033	-2.29005960751787	0.33339010520687	-6.8690089230359	6.46494630281004e-12	4.82357555453068e-11
NODE_12_length_20294_cov_55.912051_g5_i0	163.728640936513	-0.178086089106326	0.30894817922967	-0.576427055017332	0.564326561727366	0.64525371553844
NODE_16_length_18505_cov_19.787588_g7_i1	256.501018890142	-0.529729810092467	0.167602745164649	-3.16062728908212	0.00157429801335136	0.00363552968030391
NODE_25_length_18006_cov_46.398752_g9_i7	502.236323046185	-2.42370218444114	0.603713853704779	-4.01465391189507	5.9533085121902e-05	0.000181201929201541
NODE_32_length_17255_cov_18.114477_g14_i0	1584.42175037399	-0.368661102911032	0.129997520085794	-2.83590873631842	0.00456955017544184	0.00952493127805076
NODE_41_length_16406_cov_33.438383_g19_i0	81.4941483645506	-0.879847595284593	0.144763288453454	-6.07783647832435	1.21814880538003e-09	7.08233512506248e-09
NODE_47_length_15815_cov_18.888579_g24_i0	256.826027310245	-0.334099520309636	0.146775616592251	-2.27626037666583	0.0228304301503072	0.0403470989708105
NODE_48_length_15787_cov_38.910374_g25_i0	47.4985256105558	-3.57754671455663	0.722499150914208	-4.95162756943009	7.35953501188879e-07	3.02017362797296e-06
NODE_49_length_15675_cov_21.824584_g26_i0	193.250479487158	0.0619187682863068	0.144400734189783	0.428798154204175	0.668070122247092	0.735743892115435
NODE_52_length_15645_cov_26.077101_g28_i0	236.982222884841	-1.14448554590412	0.130064775111341	-8.79935051534432	1.37610241064467e-18	1.79283236144793e-17
NODE_60_length_15299_cov_19.537654_g33_i0	96.7420581606119	2.68790610202555	0.527069711933978	5.09971649132106	3.40162602049245e-07	1.4600133464074e-06
NODE_62_length_15231_cov_15.678637_g35_i0	19.6979422949778	0.469044422208975	0.40846000846083	1.14832397907555	0.250834843626373	0.32840511353349
NODE_64_length_15185_cov_13.592531_g36_i1	90.4975483189938	-1.23995579978222	0.227572495693752	-5.44861889395827	5.07624528595119e-08	2.41919096223154e-07
NODE_3_length_15170_cov_172.969526_g1_i0	9523.70002528079	-4.79056228575979	0.467315783433327	-10.2512315132263	1.16845203364444e-24	2.34221038896755e-23
R1835438	100.464776452862	0.0651234059687614	0.220358939909242	0.2955333057764	0.767586513567297	0.820767168334799
R1830736	73.4458052103466	-1.05604832674359	0.359341353956532	-2.93884440272725	0.00329438416413134	0.00709267959246694
