transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
J1742312	75.8414384747863	1.21661349252243	0.134530285962849	9.04341712957031	1.51849118916448e-19	9.33413421645791e-19
J1742401	157.774614055169	0.419514627174413	0.164951444795052	2.54326130756629	0.0109823063641995	0.0179633806213992
J1742410	47.2546720159863	-0.664131214168435	0.240782466938039	-2.75822082319365	0.00581169236421213	0.0099553512744241
J1742601	68.7676438334632	2.4914829381976	0.183886801573672	13.5490036091547	8.0312891505726e-42	9.99766103817592e-41
J1742648	10.7944401038563	-0.281506032737534	0.497722240124849	-0.565588615583906	0.571673468640877	0.632224811777366
J1742729	397.180117204047	-0.396443037180325	0.0964069175919522	-4.11218455151001	3.91932790922747e-05	9.12122126148884e-05
J1742732	2283.33793271512	1.67794914647779	0.341530056210971	4.91303507835715	8.96772247074292e-07	2.48602892575582e-06
J1742828	123.969929586906	0.334773083691244	0.280470100534736	1.19361416084272	0.2326289320791	0.289870503437509
J1742900	51.8304132195822	-0.708936062757223	0.284655740746032	-2.49050330374237	0.0127562309843299	0.0206274309830147
J1742949	33.0439133589327	1.34311949945705	0.904435544925959	1.48503617199942	0.137534242410714	0.181760189439752
J1743005	53.0464630443444	-5.64002592106765	2.34894281999952	-2.40109119432239	0.0163462622310948	0.0259006155740941
J1743019	12.2278664829266	-0.746828813453053	0.287457894417334	-2.59804593283774	0.00937559515926238	0.0155157148380939
J1743542	67.8727477216917	-0.239398731623916	0.145027578406833	-1.65071177671016	0.0987974419496087	0.134650208942683
J1743619	227.306613714383	0.027159103150168	0.119792762538872	0.22671739573044	0.820643499475644	0.853833353884528
J1743668	153.383914260295	-0.416546258833169	0.24344244300121	-1.71106670512298	0.0870687996150265	0.120094350960684
J1743788	6.22977736934142	2.2729105736301	0.571752999638215	3.97533650906653	7.02798108301175e-05	0.000158712744303068
J1743939	141.21451144915	0.194785377618417	0.1130105362225	1.723603693331	0.0847794113445518	0.117206109224017
J1744082	18.8460201899207	0.763716967287118	0.266305725357498	2.86782030788815	0.00413310200831834	0.00723602381715954
J1744155	8.78927797019388	-2.22424442652073	0.412652512183537	-5.39011483233487	7.04126760526955e-08	2.17027197467084e-07
J1744167	10.0795252517615	-6.00185982989171	0.897565761375196	-6.68681904788349	2.28073598648492e-11	9.15870601479048e-11
J1744310	266.555334178069	-0.77889979808781	0.127988737394482	-6.08569014699407	1.15990572784932e-09	4.12896005854594e-09
J1744648	417.496719604075	0.114728301773545	0.314072651553532	0.365292237977589	0.71489327187318	0.763676353086441
J1744662	46.0613184713475	-1.28607386189644	0.405021449053521	-3.17532284994243	0.00149669876982273	0.00280775761815387
J1744694	8.89031024641625	-3.48184209524151	0.636833267209216	-5.46743123282477	4.56604260185494e-08	1.42899641664259e-07
J1744835	174.792184984873	-0.0918137036910543	0.296206056866747	-0.309965652499666	0.756587076144708	0.799114421991025
J1744987	200.183863842939	-1.03352634046502	0.311073961016084	-3.32244568812231	0.000892320407324693	0.00173257168789094
J1745044	3.9246262192247	4.11692414026129	0.814822723201062	5.05253967892279	4.35973747447315e-07	1.24619383315358e-06
J1745295	179.07432188817	-1.93917888808827	0.394121467723259	-4.920256943349	8.64306720864214e-07	2.40069986456959e-06
J1745307	126.714782686571	1.11935500320137	0.39687218120848	2.82044208740688	0.00479575290360194	0.00831820987229275
J1745315	220.271660497436	0.335498942124599	0.248876478820512	1.34805403754751	0.177641002966461	0.228613369127353
J1745401	8.30650486785784	-1.97077017320005	0.819358240659674	-2.40526069721758	0.0161609324402761	0.0256301233726143
J1745700	57.6529476517169	0.0273353977743286	0.799444503367916	0.0341929898312759	0.972723256578215	0.978259847652102
J1745847	13.6197537694327	-0.609915482042621	0.394798328194182	-1.54487858353502	0.122375634620919	0.16357657986832
J1745882	42.5914431447362	2.66501153721093	0.15308800077249	17.4083633188959	7.12931048263986e-68	1.87210108100012e-66
J1745885	135.905628578569	1.18387257591324	0.484697603846137	2.4424972735971	0.0145860397879284	0.0233239515143996
J1746009	70.3266661886261	-0.0952562389757573	0.139339114697574	-0.683628851686797	0.494209561166423	0.559255214361349
J1746081	5.84735682760773	-0.0636170563088842	0.316779351551481	-0.200824504492824	0.840835801442549	0.871025333921739
J1746816	131.40492360195	0.38633015045902	0.243215974696578	1.58842424286063	0.112190439134528	0.15116792854063
J1747016	48.5282617831522	1.91436142834356	0.21541255659535	8.88695375330263	6.28071366004163e-19	3.7554120265826e-18
J1747110	15.1691351070263	-1.55283378899559	0.428571596758059	-3.62327741908714	0.000290893534250363	0.000604075831465791
J1747132	45.6127154720249	5.99712386651423	0.504488215929979	11.887540039878	1.37393831178389e-32	1.31635880371964e-31
